data_venda,cliente,produto,quantidade,forma_pagamento,preco_unitario,valor_total,categoria
2024-03-14 05:00:00,Cliente 27,Açaí 300ml,3,Pix,10.0,30.0,Açaí
2024-01-15 20:00:00,Cliente 56,Sorvete Casquinha,2,Dinheiro,5.0,10.0,Sorvete
2024-03-27 06:00:00,Cliente 23,Açaí 300ml,1,Cartão Crédito,10.0,10.0,Açaí
2024-03-15 09:00:00,Cliente 153,Açaí Bowl,2,Cartão Débito,22.0,44.0,Açaí
2024-04-17 01:00:00,Cliente 21,Banana Split,2,Cartão Débito,18.0,36.0,Sobremesa
2024-03-15 05:00:00,Cliente 61,Açaí 500ml,3,Dinheiro,15.0,45.0,Açaí
2024-05-12 03:00:00,Cliente 63,Açaí 300ml,1,Dinheiro,10.0,10.0,Açaí
2024-04-28 17:00:00,Cliente 122,Açaí 300ml,2,Dinheiro,10.0,20.0,Açaí
2024-05-15 11:00:00,Cliente 52,Açaí 300ml,1,Dinheiro,10.0,10.0,Açaí
2024-05-17 06:00:00,Cliente 88,Açaí 700ml,1,Cartão Débito,20.0,20.0,Açaí
2024-04-27 01:00:00,Cliente 153,Açaí 700ml,2,Cartão Crédito,20.0,40.0,Açaí
2024-04-13 17:00:00,Cliente 55,Sorvete Casquinha,1,Cartão Débito,5.0,5.0,Sorvete
2024-03-08 23:00:00,Cliente 46,Açaí 500ml,3,Dinheiro,15.0,45.0,Açaí
2024-04-27 08:00:00,Cliente 32,Açaí 300ml,3,Pix,10.0,30.0,Açaí
2024-02-12 07:00:00,Cliente 55,Açaí 300ml,3,Cartão Débito,10.0,30.0,Açaí
2024-02-26 04:00:00,Cliente 96,Açaí 300ml,3,Pix,10.0,30.0,Açaí
2024-01-22 11:00:00,Cliente 133,Açaí 300ml,1,Pix,10.0,10.0,Açaí
2024-05-08 15:00:00,Cliente 36,Açaí 700ml,3,Dinheiro,20.0,60.0,Açaí
2024-04-28 07:00:00,Cliente 110,Banana Split,2,Cartão Débito,18.0,36.0,Sobremesa
2024-01-14 23:00:00,Cliente 177,Banana Split,3,Cartão Crédito,18.0,54.0,Sobremesa
2024-03-15 06:00:00,Cliente 106,Sorvete Casquinha,2,Cartão Débito,5.0,10.0,Sorvete
2024-04-06 01:00:00,Cliente 58,Açaí Bowl,2,Cartão Crédito,22.0,44.0,Açaí
2024-01-21 16:00:00,Cliente 39,Milkshake,3,Cartão Crédito,12.0,36.0,Bebida
2024-02-07 07:00:00,Cliente 80,Açaí 500ml,3,Dinheiro,15.0,45.0,Açaí
2024-04-01 23:00:00,Cliente 97,Banana Split,1,Cartão Crédito,18.0,18.0,Sobremesa
2024-05-27 18:00:00,Cliente 113,Açaí Bowl,2,Cartão Débito,22.0,44.0,Açaí
2024-02-05 11:00:00,Cliente 61,Açaí 300ml,3,Cartão Débito,10.0,30.0,Açaí
2024-03-11 07:00:00,Cliente 137,Banana Split,1,Pix,18.0,18.0,Sobremesa
2024-03-21 11:00:00,Cliente 6,Sorvete Casquinha,3,Cartão Crédito,5.0,15.0,Sorvete
2024-04-24 01:00:00,Cliente 109,Milkshake,3,Dinheiro,12.0,36.0,Bebida
2024-04-11 03:00:00,Cliente 35,Banana Split,3,Dinheiro,18.0,54.0,Sobremesa
2024-03-06 08:00:00,Cliente 39,Sorvete Casquinha,2,Cartão Débito,5.0,10.0,Sorvete
2024-02-09 20:00:00,Cliente 150,Açaí 700ml,3,Cartão Crédito,20.0,60.0,Açaí
2024-04-24 02:00:00,Cliente 169,Milkshake,1,Dinheiro,12.0,12.0,Bebida
2024-05-25 18:00:00,Cliente 118,Sorvete Casquinha,3,Cartão Crédito,5.0,15.0,Sorvete
2024-03-09 04:00:00,Cliente 5,Açaí Bowl,3,Cartão Crédito,22.0,66.0,Açaí
2024-02-23 19:00:00,Cliente 170,Banana Split,1,Pix,18.0,18.0,Sobremesa
2024-06-01 00:00:00,Cliente 87,Açaí 700ml,1,Dinheiro,20.0,20.0,Açaí
2024-03-01 00:00:00,Cliente 76,Açaí Bowl,2,Pix,22.0,44.0,Açaí
2024-02-19 15:00:00,Cliente 195,Sorvete Casquinha,2,Dinheiro,5.0,10.0,Sorvete
2024-02-14 10:00:00,Cliente 158,Sorvete Casquinha,2,Cartão Crédito,5.0,10.0,Sorvete
2024-05-31 03:00:00,Cliente 57,Açaí Bowl,2,Dinheiro,22.0,44.0,Açaí
2024-01-12 20:00:00,Cliente 127,Banana Split,1,Cartão Débito,18.0,18.0,Sobremesa
2024-04-11 20:00:00,Cliente 29,Milkshake,3,Cartão Crédito,12.0,36.0,Bebida
2024-01-01 11:00:00,Cliente 165,Açaí 700ml,3,Dinheiro,20.0,60.0,Açaí
2024-03-08 22:00:00,Cliente 87,Açaí 300ml,3,Pix,10.0,30.0,Açaí
2024-05-20 13:00:00,Cliente 141,Açaí 500ml,2,Pix,15.0,30.0,Açaí
2024-05-18 12:00:00,Cliente 160,Milkshake,1,Cartão Crédito,12.0,12.0,Bebida
2024-04-16 02:00:00,Cliente 46,Açaí 700ml,1,Pix,20.0,20.0,Açaí
2024-02-01 09:00:00,Cliente 116,Açaí Bowl,1,Cartão Crédito,22.0,22.0,Açaí
2024-03-27 18:00:00,Cliente 112,Sorvete Casquinha,3,Cartão Crédito,5.0,15.0,Sorvete
2024-04-25 14:00:00,Cliente 151,Açaí Bowl,2,Cartão Crédito,22.0,44.0,Açaí
2024-04-30 16:00:00,Cliente 45,Açaí 700ml,1,Dinheiro,20.0,20.0,Açaí
2024-01-04 17:00:00,Cliente 145,Açaí Bowl,2,Cartão Crédito,22.0,44.0,Açaí
2024-02-02 07:00:00,Cliente 104,Açaí Bowl,1,Pix,22.0,22.0,Açaí
2024-04-20 12:00:00,Cliente 85,Açaí 500ml,2,Cartão Débito,15.0,30.0,Açaí
2024-05-05 17:00:00,Cliente 194,Banana Split,1,Dinheiro,18.0,18.0,Sobremesa
2024-03-08 17:00:00,Cliente 134,Açaí 500ml,2,Pix,15.0,30.0,Açaí
2024-05-07 21:00:00,Cliente 108,Açaí 300ml,1,Cartão Crédito,10.0,10.0,Açaí
2024-01-18 09:00:00,Cliente 18,Açaí 300ml,1,Cartão Crédito,10.0,10.0,Açaí
2024-01-05 18:00:00,Cliente 94,Açaí 500ml,2,Cartão Débito,15.0,30.0,Açaí
2024-01-26 16:00:00,Cliente 150,Milkshake,2,Pix,12.0,24.0,Bebida
2024-05-16 03:00:00,Cliente 33,Milkshake,3,Dinheiro,12.0,36.0,Bebida
2024-02-04 09:00:00,Cliente 158,Açaí Bowl,2,Pix,22.0,44.0,Açaí
2024-05-28 20:00:00,Cliente 126,Açaí Bowl,1,Cartão Crédito,22.0,22.0,Açaí
2024-03-09 17:00:00,Cliente 160,Sorvete Casquinha,1,Dinheiro,5.0,5.0,Sorvete
2024-03-04 04:00:00,Cliente 170,Açaí 300ml,2,Cartão Crédito,10.0,20.0,Açaí
2024-05-11 02:00:00,Cliente 122,Sorvete Casquinha,3,Cartão Crédito,5.0,15.0,Sorvete
2024-01-18 04:00:00,Cliente 138,Açaí 300ml,2,Pix,10.0,20.0,Açaí
2024-05-23 15:00:00,Cliente 115,Açaí 500ml,1,Cartão Débito,15.0,15.0,Açaí
2024-05-25 11:00:00,Cliente 164,Milkshake,1,Cartão Crédito,12.0,12.0,Bebida
2024-01-31 08:00:00,Cliente 162,Açaí Bowl,3,Pix,22.0,66.0,Açaí
2024-05-19 12:00:00,Cliente 28,Milkshake,2,Dinheiro,12.0,24.0,Bebida
2024-05-07 20:00:00,Cliente 11,Açaí 500ml,1,Cartão Débito,15.0,15.0,Açaí
2024-04-27 00:00:00,Cliente 167,Sorvete Casquinha,1,Cartão Crédito,5.0,5.0,Sorvete
2024-01-29 03:00:00,Cliente 47,Sorvete Casquinha,1,Cartão Crédito,5.0,5.0,Sorvete
2024-05-24 09:00:00,Cliente 127,Açaí 700ml,2,Dinheiro,20.0,40.0,Açaí
2024-03-19 20:00:00,Cliente 147,Açaí Bowl,2,Pix,22.0,44.0,Açaí
2024-04-14 08:00:00,Cliente 118,Açaí Bowl,3,Cartão Crédito,22.0,66.0,Açaí
2024-05-03 15:00:00,Cliente 143,Açaí Bowl,1,Dinheiro,22.0,22.0,Açaí
2024-04-03 07:00:00,Cliente 126,Açaí 300ml,1,Cartão Crédito,10.0,10.0,Açaí
2024-04-26 02:00:00,Cliente 156,Sorvete Casquinha,3,Pix,5.0,15.0,Sorvete
2024-02-16 18:00:00,Cliente 152,Açaí 500ml,1,Cartão Débito,15.0,15.0,Açaí
2024-03-06 11:00:00,Cliente 72,Sorvete Casquinha,3,Pix,5.0,15.0,Sorvete
2024-02-10 17:00:00,Cliente 107,Milkshake,3,Pix,12.0,36.0,Bebida
2024-02-12 00:00:00,Cliente 137,Açaí 300ml,1,Pix,10.0,10.0,Açaí
2024-03-30 07:00:00,Cliente 175,Açaí Bowl,2,Dinheiro,22.0,44.0,Açaí
2024-03-11 07:00:00,Cliente 33,Banana Split,2,Cartão Crédito,18.0,36.0,Sobremesa
2024-04-22 22:00:00,Cliente 190,Açaí 700ml,2,Cartão Débito,20.0,40.0,Açaí
2024-05-15 21:00:00,Cliente 19,Açaí 300ml,2,Dinheiro,10.0,20.0,Açaí
2024-01-02 12:00:00,Cliente 195,Milkshake,1,Pix,12.0,12.0,Bebida
2024-05-23 08:00:00,Cliente 74,Açaí Bowl,3,Cartão Débito,22.0,66.0,Açaí
2024-03-05 12:00:00,Cliente 168,Milkshake,3,Pix,12.0,36.0,Bebida
2024-04-06 22:00:00,Cliente 175,Milkshake,1,Pix,12.0,12.0,Bebida
2024-04-04 08:00:00,Cliente 193,Açaí Bowl,2,Pix,22.0,44.0,Açaí
2024-05-01 10:00:00,Cliente 157,Milkshake,3,Cartão Débito,12.0,36.0,Bebida
2024-02-06 08:00:00,Cliente 178,Açaí 500ml,1,Cartão Crédito,15.0,15.0,Açaí
2024-03-16 21:00:00,Cliente 98,Açaí 700ml,1,Pix,20.0,20.0,Açaí
2024-02-24 00:00:00,Cliente 141,Banana Split,2,Cartão Crédito,18.0,36.0,Sobremesa
2024-03-28 21:00:00,Cliente 129,Milkshake,1,Cartão Débito,12.0,12.0,Bebida
2024-01-25 19:00:00,Cliente 162,Milkshake,3,Cartão Débito,12.0,36.0,Bebida
2024-03-20 07:00:00,Cliente 93,Sorvete Casquinha,3,Pix,5.0,15.0,Sorvete
2024-01-31 08:00:00,Cliente 176,Açaí 700ml,1,Cartão Crédito,20.0,20.0,Açaí
2024-02-26 21:00:00,Cliente 48,Açaí 300ml,3,Cartão Crédito,10.0,30.0,Açaí
2024-01-17 12:00:00,Cliente 177,Açaí 700ml,1,Pix,20.0,20.0,Açaí
2024-01-30 02:00:00,Cliente 64,Açaí 700ml,3,Dinheiro,20.0,60.0,Açaí
2024-05-08 18:00:00,Cliente 61,Açaí Bowl,2,Dinheiro,22.0,44.0,Açaí
2024-04-02 16:00:00,Cliente 157,Açaí Bowl,3,Cartão Débito,22.0,66.0,Açaí
2024-03-09 03:00:00,Cliente 39,Açaí Bowl,2,Cartão Débito,22.0,44.0,Açaí
2024-01-17 11:00:00,Cliente 128,Banana Split,2,Dinheiro,18.0,36.0,Sobremesa
2024-04-13 20:00:00,Cliente 88,Açaí 700ml,1,Dinheiro,20.0,20.0,Açaí
2024-05-17 16:00:00,Cliente 26,Banana Split,2,Dinheiro,18.0,36.0,Sobremesa
2024-01-04 03:00:00,Cliente 17,Milkshake,3,Pix,12.0,36.0,Bebida
2024-01-12 00:00:00,Cliente 71,Açaí Bowl,3,Pix,22.0,66.0,Açaí
2024-04-14 06:00:00,Cliente 13,Milkshake,2,Pix,12.0,24.0,Bebida
2024-03-16 19:00:00,Cliente 69,Açaí Bowl,1,Pix,22.0,22.0,Açaí
2024-01-30 21:00:00,Cliente 26,Açaí 500ml,2,Pix,15.0,30.0,Açaí
2024-04-25 22:00:00,Cliente 49,Banana Split,3,Pix,18.0,54.0,Sobremesa
2024-05-23 23:00:00,Cliente 195,Banana Split,3,Cartão Débito,18.0,54.0,Sobremesa
2024-05-31 11:00:00,Cliente 7,Açaí 300ml,2,Cartão Crédito,10.0,20.0,Açaí
2024-02-05 10:00:00,Cliente 58,Sorvete Casquinha,2,Cartão Débito,5.0,10.0,Sorvete
2024-05-29 01:00:00,Cliente 49,Açaí 700ml,2,Cartão Crédito,20.0,40.0,Açaí
2024-02-27 22:00:00,Cliente 103,Açaí 300ml,3,Cartão Débito,10.0,30.0,Açaí
2024-01-06 23:00:00,Cliente 53,Banana Split,3,Cartão Débito,18.0,54.0,Sobremesa
2024-02-06 20:00:00,Cliente 193,Açaí 300ml,3,Pix,10.0,30.0,Açaí
2024-05-10 20:00:00,Cliente 62,Açaí 500ml,1,Pix,15.0,15.0,Açaí
2024-05-12 02:00:00,Cliente 17,Sorvete Casquinha,3,Cartão Crédito,5.0,15.0,Sorvete
2024-01-17 11:00:00,Cliente 171,Banana Split,3,Cartão Crédito,18.0,54.0,Sobremesa
2024-05-09 00:00:00,Cliente 25,Banana Split,1,Pix,18.0,18.0,Sobremesa
2024-05-04 19:00:00,Cliente 131,Açaí 700ml,1,Cartão Débito,20.0,20.0,Açaí
2024-05-02 10:00:00,Cliente 29,Açaí Bowl,1,Cartão Crédito,22.0,22.0,Açaí
2024-03-03 04:00:00,Cliente 117,Sorvete Casquinha,1,Dinheiro,5.0,5.0,Sorvete
2024-05-28 03:00:00,Cliente 160,Açaí 500ml,1,Dinheiro,15.0,15.0,Açaí
2024-05-31 12:00:00,Cliente 26,Milkshake,1,Dinheiro,12.0,12.0,Bebida
2024-05-14 06:00:00,Cliente 124,Açaí 300ml,2,Cartão Crédito,10.0,20.0,Açaí
2024-02-18 15:00:00,Cliente 144,Açaí 700ml,2,Pix,20.0,40.0,Açaí
2024-04-19 00:00:00,Cliente 25,Banana Split,2,Pix,18.0,36.0,Sobremesa
2024-02-14 06:00:00,Cliente 54,Milkshake,2,Pix,12.0,24.0,Bebida
2024-03-30 20:00:00,Cliente 156,Açaí 500ml,3,Cartão Crédito,15.0,45.0,Açaí
2024-02-14 09:00:00,Cliente 73,Sorvete Casquinha,1,Cartão Crédito,5.0,5.0,Sorvete
2024-02-20 09:00:00,Cliente 120,Açaí 300ml,3,Dinheiro,10.0,30.0,Açaí
2024-05-04 06:00:00,Cliente 56,Açaí 700ml,1,Cartão Crédito,20.0,20.0,Açaí
2024-04-11 21:00:00,Cliente 65,Banana Split,1,Dinheiro,18.0,18.0,Sobremesa
2024-05-17 06:00:00,Cliente 93,Banana Split,3,Dinheiro,18.0,54.0,Sobremesa
2024-01-27 09:00:00,Cliente 86,Milkshake,2,Pix,12.0,24.0,Bebida
2024-02-18 04:00:00,Cliente 80,Milkshake,3,Cartão Crédito,12.0,36.0,Bebida
2024-05-14 18:00:00,Cliente 169,Açaí 300ml,3,Pix,10.0,30.0,Açaí
2024-02-21 14:00:00,Cliente 108,Sorvete Casquinha,1,Pix,5.0,5.0,Sorvete
2024-01-31 12:00:00,Cliente 179,Açaí 500ml,1,Cartão Crédito,15.0,15.0,Açaí
2024-01-10 18:00:00,Cliente 118,Açaí Bowl,1,Cartão Crédito,22.0,22.0,Açaí
2024-04-22 17:00:00,Cliente 199,Sorvete Casquinha,2,Cartão Débito,5.0,10.0,Sorvete
2024-02-01 06:00:00,Cliente 157,Sorvete Casquinha,3,Dinheiro,5.0,15.0,Sorvete
2024-04-19 19:00:00,Cliente 83,Sorvete Casquinha,3,Cartão Débito,5.0,15.0,Sorvete
2024-05-08 08:00:00,Cliente 147,Açaí Bowl,2,Dinheiro,22.0,44.0,Açaí
2024-05-11 01:00:00,Cliente 194,Açaí 300ml,3,Dinheiro,10.0,30.0,Açaí
2024-02-09 17:00:00,Cliente 169,Açaí Bowl,3,Dinheiro,22.0,66.0,Açaí
2024-04-15 19:00:00,Cliente 173,Açaí 300ml,1,Pix,10.0,10.0,Açaí
2024-05-03 08:00:00,Cliente 15,Açaí Bowl,2,Pix,22.0,44.0,Açaí
2024-05-18 12:00:00,Cliente 131,Açaí 500ml,1,Cartão Crédito,15.0,15.0,Açaí
2024-05-17 13:00:00,Cliente 139,Sorvete Casquinha,2,Dinheiro,5.0,10.0,Sorvete
2024-03-05 06:00:00,Cliente 181,Açaí 300ml,1,Dinheiro,10.0,10.0,Açaí
2024-02-19 21:00:00,Cliente 174,Açaí Bowl,3,Dinheiro,22.0,66.0,Açaí
2024-03-10 20:00:00,Cliente 30,Açaí 500ml,2,Pix,15.0,30.0,Açaí
2024-02-19 15:00:00,Cliente 57,Açaí Bowl,2,Cartão Crédito,22.0,44.0,Açaí
2024-04-02 09:00:00,Cliente 146,Banana Split,1,Pix,18.0,18.0,Sobremesa
2024-02-29 00:00:00,Cliente 179,Açaí 500ml,2,Cartão Débito,15.0,30.0,Açaí
2024-05-04 17:00:00,Cliente 128,Sorvete Casquinha,3,Cartão Débito,5.0,15.0,Sorvete
2024-04-28 10:00:00,Cliente 48,Açaí 700ml,3,Cartão Débito,20.0,60.0,Açaí
2024-04-21 17:00:00,Cliente 194,Sorvete Casquinha,3,Cartão Crédito,5.0,15.0,Sorvete
2024-02-20 17:00:00,Cliente 136,Açaí 700ml,1,Cartão Débito,20.0,20.0,Açaí
2024-03-05 04:00:00,Cliente 22,Açaí 500ml,2,Cartão Crédito,15.0,30.0,Açaí
2024-03-27 12:00:00,Cliente 6,Banana Split,1,Pix,18.0,18.0,Sobremesa
2024-05-14 20:00:00,Cliente 185,Banana Split,3,Pix,18.0,54.0,Sobremesa
2024-03-01 05:00:00,Cliente 104,Açaí 300ml,2,Cartão Crédito,10.0,20.0,Açaí
2024-04-09 10:00:00,Cliente 36,Banana Split,3,Pix,18.0,54.0,Sobremesa
2024-03-04 07:00:00,Cliente 79,Milkshake,2,Pix,12.0,24.0,Bebida
2024-02-27 20:00:00,Cliente 116,Açaí 500ml,2,Cartão Crédito,15.0,30.0,Açaí
2024-03-18 08:00:00,Cliente 57,Açaí 300ml,1,Cartão Débito,10.0,10.0,Açaí
2024-02-26 21:00:00,Cliente 49,Banana Split,2,Cartão Crédito,18.0,36.0,Sobremesa
2024-01-21 19:00:00,Cliente 173,Açaí 500ml,3,Dinheiro,15.0,45.0,Açaí
2024-03-11 00:00:00,Cliente 82,Sorvete Casquinha,2,Pix,5.0,10.0,Sorvete
2024-01-22 06:00:00,Cliente 66,Banana Split,3,Cartão Crédito,18.0,54.0,Sobremesa
2024-05-21 14:00:00,Cliente 77,Açaí Bowl,1,Pix,22.0,22.0,Açaí
2024-01-10 00:00:00,Cliente 45,Açaí 700ml,3,Cartão Débito,20.0,60.0,Açaí
2024-02-25 04:00:00,Cliente 79,Açaí 500ml,2,Pix,15.0,30.0,Açaí
2024-02-18 03:00:00,Cliente 20,Açaí 300ml,3,Cartão Crédito,10.0,30.0,Açaí
2024-03-17 03:00:00,Cliente 192,Sorvete Casquinha,3,Cartão Débito,5.0,15.0,Sorvete
2024-05-10 21:00:00,Cliente 123,Milkshake,2,Cartão Débito,12.0,24.0,Bebida
2024-05-18 11:00:00,Cliente 67,Sorvete Casquinha,3,Cartão Débito,5.0,15.0,Sorvete
2024-05-25 06:00:00,Cliente 83,Banana Split,2,Dinheiro,18.0,36.0,Sobremesa
2024-03-16 10:00:00,Cliente 3,Açaí 700ml,1,Cartão Crédito,20.0,20.0,Açaí
2024-04-13 20:00:00,Cliente 182,Sorvete Casquinha,3,Cartão Crédito,5.0,15.0,Sorvete
2024-05-01 19:00:00,Cliente 64,Milkshake,1,Cartão Débito,12.0,12.0,Bebida
2024-02-20 05:00:00,Cliente 40,Açaí Bowl,3,Pix,22.0,66.0,Açaí
2024-04-02 06:00:00,Cliente 59,Açaí 300ml,3,Cartão Débito,10.0,30.0,Açaí
2024-01-04 18:00:00,Cliente 183,Açaí 500ml,1,Dinheiro,15.0,15.0,Açaí
2024-01-30 17:00:00,Cliente 62,Açaí 700ml,3,Cartão Débito,20.0,60.0,Açaí
2024-03-19 09:00:00,Cliente 132,Milkshake,3,Cartão Crédito,12.0,36.0,Bebida
2024-05-30 02:00:00,Cliente 60,Banana Split,1,Cartão Débito,18.0,18.0,Sobremesa
2024-01-02 14:00:00,Cliente 116,Banana Split,3,Pix,18.0,54.0,Sobremesa
2024-05-13 05:00:00,Cliente 75,Banana Split,2,Cartão Crédito,18.0,36.0,Sobremesa
2024-05-26 18:00:00,Cliente 122,Açaí 700ml,3,Pix,20.0,60.0,Açaí
2024-01-08 04:00:00,Cliente 107,Sorvete Casquinha,3,Cartão Débito,5.0,15.0,Sorvete
2024-01-28 04:00:00,Cliente 96,Açaí 700ml,3,Cartão Crédito,20.0,60.0,Açaí
2024-02-01 09:00:00,Cliente 91,Banana Split,1,Dinheiro,18.0,18.0,Sobremesa
2024-02-21 19:00:00,Cliente 158,Açaí Bowl,2,Cartão Crédito,22.0,44.0,Açaí
2024-02-15 01:00:00,Cliente 130,Milkshake,2,Pix,12.0,24.0,Bebida
2024-03-11 03:00:00,Cliente 62,Açaí 500ml,3,Cartão Crédito,15.0,45.0,Açaí
2024-04-15 03:00:00,Cliente 49,Açaí 500ml,1,Dinheiro,15.0,15.0,Açaí
2024-01-19 23:00:00,Cliente 137,Açaí 700ml,1,Dinheiro,20.0,20.0,Açaí
2024-02-04 12:00:00,Cliente 92,Banana Split,2,Dinheiro,18.0,36.0,Sobremesa
2024-02-07 06:00:00,Cliente 159,Açaí 300ml,1,Dinheiro,10.0,10.0,Açaí
2024-02-27 16:00:00,Cliente 124,Açaí Bowl,3,Pix,22.0,66.0,Açaí
2024-03-22 14:00:00,Cliente 61,Açaí 700ml,3,Cartão Crédito,20.0,60.0,Açaí
2024-05-08 00:00:00,Cliente 48,Banana Split,1,Cartão Débito,18.0,18.0,Sobremesa
2024-04-11 10:00:00,Cliente 153,Sorvete Casquinha,3,Dinheiro,5.0,15.0,Sorvete
2024-03-24 04:00:00,Cliente 164,Açaí 500ml,2,Cartão Débito,15.0,30.0,Açaí
2024-04-09 19:00:00,Cliente 136,Açaí 500ml,3,Cartão Débito,15.0,45.0,Açaí
2024-01-08 21:00:00,Cliente 58,Açaí Bowl,1,Cartão Crédito,22.0,22.0,Açaí
2024-01-22 00:00:00,Cliente 101,Açaí 500ml,2,Cartão Débito,15.0,30.0,Açaí
2024-02-20 14:00:00,Cliente 112,Açaí 300ml,3,Cartão Débito,10.0,30.0,Açaí
2024-03-04 19:00:00,Cliente 173,Banana Split,2,Pix,18.0,36.0,Sobremesa
2024-05-23 08:00:00,Cliente 62,Banana Split,1,Cartão Débito,18.0,18.0,Sobremesa
2024-05-25 00:00:00,Cliente 39,Açaí Bowl,3,Cartão Crédito,22.0,66.0,Açaí
2024-02-04 07:00:00,Cliente 58,Banana Split,3,Cartão Débito,18.0,54.0,Sobremesa
2024-02-08 16:00:00,Cliente 99,Açaí Bowl,2,Cartão Crédito,22.0,44.0,Açaí
2024-02-08 21:00:00,Cliente 192,Banana Split,3,Dinheiro,18.0,54.0,Sobremesa
2024-02-17 12:00:00,Cliente 44,Açaí 300ml,3,Cartão Débito,10.0,30.0,Açaí
2024-01-06 13:00:00,Cliente 29,Milkshake,3,Cartão Débito,12.0,36.0,Bebida
2024-03-28 17:00:00,Cliente 59,Açaí 700ml,3,Cartão Débito,20.0,60.0,Açaí
2024-05-31 03:00:00,Cliente 71,Açaí 700ml,1,Dinheiro,20.0,20.0,Açaí
2024-01-29 12:00:00,Cliente 92,Banana Split,3,Pix,18.0,54.0,Sobremesa
2024-04-23 07:00:00,Cliente 9,Sorvete Casquinha,2,Cartão Débito,5.0,10.0,Sorvete
2024-04-02 12:00:00,Cliente 127,Açaí 500ml,1,Cartão Crédito,15.0,15.0,Açaí
2024-03-18 04:00:00,Cliente 134,Açaí 300ml,2,Pix,10.0,20.0,Açaí
2024-02-03 22:00:00,Cliente 157,Sorvete Casquinha,2,Pix,5.0,10.0,Sorvete
2024-02-18 20:00:00,Cliente 186,Sorvete Casquinha,2,Pix,5.0,10.0,Sorvete
2024-01-04 07:00:00,Cliente 145,Banana Split,1,Cartão Débito,18.0,18.0,Sobremesa
2024-05-02 05:00:00,Cliente 144,Açaí 300ml,1,Dinheiro,10.0,10.0,Açaí
2024-05-16 20:00:00,Cliente 131,Açaí 700ml,1,Dinheiro,20.0,20.0,Açaí
2024-01-09 10:00:00,Cliente 21,Açaí 500ml,3,Cartão Débito,15.0,45.0,Açaí
2024-04-27 03:00:00,Cliente 64,Açaí 700ml,2,Cartão Crédito,20.0,40.0,Açaí
2024-02-22 04:00:00,Cliente 90,Sorvete Casquinha,1,Cartão Crédito,5.0,5.0,Sorvete
2024-03-11 19:00:00,Cliente 36,Açaí 500ml,2,Cartão Crédito,15.0,30.0,Açaí
2024-02-22 02:00:00,Cliente 62,Milkshake,1,Cartão Débito,12.0,12.0,Bebida
2024-03-11 02:00:00,Cliente 170,Sorvete Casquinha,1,Dinheiro,5.0,5.0,Sorvete
2024-03-05 19:00:00,Cliente 76,Açaí 700ml,1,Cartão Débito,20.0,20.0,Açaí
2024-05-26 08:00:00,Cliente 170,Açaí 700ml,2,Dinheiro,20.0,40.0,Açaí
2024-05-24 17:00:00,Cliente 189,Banana Split,3,Pix,18.0,54.0,Sobremesa
2024-03-28 06:00:00,Cliente 13,Açaí 700ml,1,Cartão Débito,20.0,20.0,Açaí
2024-02-22 08:00:00,Cliente 11,Açaí 300ml,1,Dinheiro,10.0,10.0,Açaí
2024-05-20 16:00:00,Cliente 54,Sorvete Casquinha,1,Pix,5.0,5.0,Sorvete
2024-03-05 13:00:00,Cliente 16,Açaí Bowl,3,Pix,22.0,66.0,Açaí
2024-02-18 14:00:00,Cliente 8,Açaí Bowl,2,Cartão Débito,22.0,44.0,Açaí
2024-05-25 06:00:00,Cliente 104,Açaí 500ml,2,Dinheiro,15.0,30.0,Açaí
2024-05-29 08:00:00,Cliente 59,Açaí 700ml,2,Pix,20.0,40.0,Açaí
2024-02-28 04:00:00,Cliente 57,Banana Split,2,Cartão Débito,18.0,36.0,Sobremesa
2024-05-31 13:00:00,Cliente 40,Banana Split,1,Pix,18.0,18.0,Sobremesa
2024-05-18 18:00:00,Cliente 187,Açaí 700ml,3,Cartão Crédito,20.0,60.0,Açaí
2024-04-22 15:00:00,Cliente 130,Açaí 300ml,1,Cartão Débito,10.0,10.0,Açaí
2024-01-20 14:00:00,Cliente 94,Banana Split,3,Pix,18.0,54.0,Sobremesa
2024-05-05 18:00:00,Cliente 138,Açaí Bowl,2,Cartão Débito,22.0,44.0,Açaí
2024-02-13 03:00:00,Cliente 44,Açaí 500ml,3,Cartão Débito,15.0,45.0,Açaí
2024-02-26 09:00:00,Cliente 139,Sorvete Casquinha,1,Dinheiro,5.0,5.0,Sorvete
2024-04-25 23:00:00,Cliente 80,Milkshake,1,Dinheiro,12.0,12.0,Bebida
2024-04-27 23:00:00,Cliente 81,Açaí 300ml,2,Pix,10.0,20.0,Açaí
2024-02-10 07:00:00,Cliente 2,Banana Split,1,Cartão Débito,18.0,18.0,Sobremesa
2024-01-15 21:00:00,Cliente 178,Sorvete Casquinha,1,Cartão Débito,5.0,5.0,Sorvete
2024-05-05 19:00:00,Cliente 140,Milkshake,3,Cartão Crédito,12.0,36.0,Bebida
2024-05-24 23:00:00,Cliente 115,Açaí 700ml,1,Cartão Débito,20.0,20.0,Açaí
2024-01-28 19:00:00,Cliente 90,Açaí 700ml,2,Dinheiro,20.0,40.0,Açaí
2024-01-16 12:00:00,Cliente 23,Açaí 500ml,2,Cartão Débito,15.0,30.0,Açaí
2024-02-12 23:00:00,Cliente 146,Milkshake,1,Dinheiro,12.0,12.0,Bebida
2024-02-17 17:00:00,Cliente 62,Açaí 700ml,2,Cartão Crédito,20.0,40.0,Açaí
